id,abstract,classification,timeline,citedby,legal,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10169615-B2,"An encryption method includes: obtaining a user feature of a user; performing, using a hardware logic circuit, a logical operation on the obtained user feature to generate a hardware encryption function; and encrypting first application data with the generated hardware encryption function to obtain second application data.","H04L9/08, G06F21/71, G06F21/72, H04L9/32, G06F21/70, H04L9/0877, H04L9/00, H04L9/3231, H04L2209/00, H04L2209/34, G06F21/00, H04L9/0861, H04L9/3226","{'2015-05-05': 'Assigned to I-PATROL TECHNOLOGY LIMITED', '2015-08-20': 'Publication of US20150235054A1', '2018-12-27': 'Priority to US16/234,451', '2019-01-01': 'Publication of US10169615B2', 'Status': 'Expired - Fee Related', '2034-01-31': 'Adjusted expiration'}",{},{},Methods and apparatuses for encryption and decryption ,I-Patrol Technology Limited,Yi Wang,2013-02-04,2015-05-05,2019-01-01,2019-01-01,https://patents.google.com/patent/US10169615B2/en,https://patentimages.storage.googleapis.com/1f/d0/e0/5313bed959ffcc/US10169615-20190101-D00000.png
US-10169637-B2,"Example methods, systems, computer-readable media, and apparatuses for on-screen optical fingerprint capture for user authentication are presented. These allow for the authentication of a fingerprint where the fingerprint image is propagated in a glass layer before being captured by a camera. In some examples, such propagation can result in multiple fingerprint images resulting from total internal reflection within the glass layer. Feature information can then be determined from the captured image of the fingerprint, which can include multiple fingerprint images. The amount of feature information can then be reduced. A histogram associated with the captured image based on the reduced number of features can be generated, and a user can be authenticated based on the histogram.","G06K9/00087, G06V40/00, G06K9/66, G06K9/4642, G06K9/00067, G06V40/1347, G06V40/12, G06V40/10, G06V40/1365","{'2016-10-17': 'Priority claimed from US15/295,936', '2016-10-18': 'Priority to US15/297,088', '2016-10-19': 'Priority to CN201680060411.7A', '2017-02-09': 'Assigned to QUALCOMM INCORPORATED', '2017-04-20': 'Publication of US20170109564A1', '2019-01-01': 'Publication of US10169637B2', 'Status': 'Active', '2037-05-25': 'Adjusted expiration'}",{},{},On-screen optical fingerprint capture for user authentication ,Qualcomm Incorporated,"Hae-Jong Seo, John Wyrwas",2015-10-19,2016-10-18,2019-01-01,2019-01-01,https://patents.google.com/patent/US10169637B2/en,https://patentimages.storage.googleapis.com/c4/90/09/2ecf90cebf80ae/US10169637-20190101-D00000.png
US-10169641-B2,"There is provided an apparatus for visualizing a region of interest (ROI) in a Computer Aided Diagnosis (CAD) system. The apparatus includes: an image receiver configured to receive images; an ROI acquirer configured to acquire the ROI from a current image; and an ROI visualizer configured to, in response to acquisition of the ROI from the current image, output visualization information for visualizing the ROI acquired from the current image based on a change between the ROI acquired from the current image and an ROI acquired from a previous image.","A61B8/5223, A61B8/469, A61B8/46, G06V2201/03, A61B8/0866, G06V2201/00, G16H30/40, G06V10/22, G06F19/321, A61B8/085, G06K9/2081, A61B8/08, G06K2209/051, G06V10/00, G06V20/00, A61B8/00, A61B8/5215, A61B8/0833, G06V20/64, G06K9/00208, G06V10/235, G06V20/647, G06V2201/031, G06V10/20, G16H30/00, A61B8/467, G06V20/60, A61B8/52, G16H30/20","{'2015-08-05': 'Assigned to SAMSUNG ELECTRONICS CO., LTD.', '2016-02-11': 'Publication of US20160042525A1', '2019-01-01': 'Publication of US10169641B2', 'Status': 'Active', '2035-11-25': 'Adjusted expiration'}","{'US11813418B2': 'Becton, Dickinson And Company'}",{},Apparatus and method for visualization of region of interest ,"Samsung Electronics Co., Ltd.","Ki Yong Lee, Won Sik Kim, Yeong Kyeong SEONG",2014-08-05,2015-08-05,2019-01-01,2019-01-01,https://patents.google.com/patent/US10169641B2/en,https://patentimages.storage.googleapis.com/8c/f5/ec/7f2875f8f9ee38/US10169641-20190101-D00000.png
US-10169646-B2,"Embodiments provide, in at least one aspect, methods and systems that authenticate at least one face in at least one digital image using techniques to mitigate spoofing. For example, methods and systems trigger an image capture device to capture a sequence images of the user performing the sequence of one or more position requests based on the pitch and yaw movements. The methods and systems generate a series of face signatures for the sequence of images of the user performing the sequence of one or more position requests. The methods and systems compare the generated series of face signatures to stored face signatures corresponding to the requested sequence of the one or more position requests.","G06Q30/0277, G06F17/30244, G06F21/31, G06V40/167, G06V40/161, G06Q30/0241, G06F21/32, G06F18/231, G06K9/00288, G06V40/179, G06F18/00, G06V40/00, G06V40/172, G06V40/16, G06T11/00, G06V10/00, G06V20/30, G06V10/762, G06V20/00, G06K2009/00328, G06F18/23, G06F18/20, G06Q30/00, G06F21/30, G06K9/00677, G06V10/7625, G06V40/10, G06F16/50, G06F16/00, G06F21/00, G06T11/60, G06Q30/02, G06V40/168, G06V40/171, G06V10/70, G06K9/00261","{'2008-12-30': 'Priority claimed from PCT/CA2008/002276', '2013-11-12': 'Priority claimed from US14/078,071', '2016-10-20': 'Priority to US15/298,937', '2017-04-04': 'Assigned to APPLIED RECOGNITION INC.', '2017-05-04': 'Publication of US20170124385A1', '2017-10-19': 'Priority to CA3040971A', '2018-11-06': 'Priority to US16/182,177', '2019-01-01': 'Application granted', '2020-12-09': 'Assigned to APPLIED RECOGNITION CORP.', 'Status': 'Active', '2029-04-16': 'Adjusted expiration'}","{'US20180239954A1': 'Nec Corporation', 'US20190080155A1': 'Applied Recognition Inc.', 'US10395094B2': 'Tencent Technology (Shenzhen) Company Limited', 'US20190349517A1': 'Hanwha Techwin Co., Ltd.', 'US20210195037A1': 'HCL Technologies Italy S.p.A.', 'US11094350B2': 'Maxell, Ltd.', 'US11132578B2': 'Kodak Alaris Inc.', 'US20220147765A1': 'Nec Laboratories America, Inc.', 'US11341772B2': 'Fulian Precision Electronics (Tianjin) Co., Ltd.', 'US11520871B2': 'International Business Machines Corporation'}",{},Face authentication to mitigate spoofing ,Applied Recognition Inc.,"Ray Ganong, Donald Craig Waugh, Jakub Dolejs, Tomasz Wysocki, Chris Studholme",2007-12-31,2016-10-20,2019-01-01,2019-01-01,https://patents.google.com/patent/US10169646B2/en,https://patentimages.storage.googleapis.com/74/6c/c1/541f9a9594128c/US10169646-20190101-D00000.png
US-10169647-B2,"A method and system for automatically inferring a subject's body position in a two-dimensional image produced by a medical-imaging system are disclosed. The image is labeled with a body position selected from a semantically meaningful set of candidate positions sequenced in order of their relative locations in a subject's body. A processor performs procedures that each identify a class of image features related to pixel intensity, such as a histogram of gradients, local binary patterns, or Haar-like features. A second set of procedures employs applications of a pretrained convolutional neural network that has learned to recognize features of a specific class of medical images. The results of both types of procedures are then mapped by a pretrained support-vector machine onto candidate image labels, which are mathematically combined into a single, semantically meaningful, label most likely to identify a body position of the subject shown by the image.","G06V10/443, G06N3/08, G06V10/82, G06V2201/03, G06V2201/00, G06K9/4614, G06F18/21, G06F18/00, G06N20/10, G06K9/4652, G06V10/44, G06N3/04, G06V10/454, G06F18/214, G06K9/4647, G06V10/00, G06K9/6269, G06F18/20, G06K9/00362, G06N3/045, G06V10/77, G06V10/451, G06N3/02, G06V10/40, G06V10/774, G06K2209/05, G06V10/70, G06N3/00, G06V10/449, G06N20/00","{'2016-07-27': 'Assigned to INTERNATIONAL BUSINESS MACHINES CORPORATION', '2018-02-01': 'Publication of US20180032801A1', '2018-12-07': 'Priority to US16/213,278', '2019-01-01': 'Publication of US10169647B2', '2020-12-23': 'Priority to US17/247,786', 'Status': 'Expired - Fee Related', '2036-11-21': 'Adjusted expiration'}","{'US10699184B2': 'Facebook, Inc.', 'US11468286B2': 'Leica Microsystems Cms Gmbh', 'US11823046B2': 'International Business Machines Corporation'}",{},Inferring body position in a scan ,International Business Machines Corporation,"Yaniv Gur, Mehdi Moradi, Tanveer F. Syeda-Mahmood, Hongzhi Wang",2016-07-27,2016-07-27,2019-01-01,2019-01-01,https://patents.google.com/patent/US10169647B2/en,https://patentimages.storage.googleapis.com/07/a7/0d/fcf4114bb11f90/US10169647-20190101-D00000.png
US-10169654-B2,"A wearable apparatus is provided for capturing and processing images from an environment of a user. In one implementation, a server-based system includes a data interface for receiving a data stream including image-based information. The image based information may include images captured by a camera present on a particular wearable apparatus from among the plurality of wearable apparatuses worn by different users. The server-based system also includes at least one processing device programmed to receive the data stream from each of the plurality of wearable apparatuses using the data interface, and analyze the data streams to determine at least one trait common to two or more of the different users of the plurality of wearable apparatuses. The at least one processing device may also be programmed to store in a database information relating to the determined at least one trait.","H04L65/60, G06F17/30268, G08B21/18, H04N23/667, G06V20/20, G06K7/00, G06F21/6245, G06F18/24, H04N7/147, G05B15/02, G06V40/00, H04N1/00326, G06V20/10, G06K7/10366, H04N7/183, H04N23/60, H04W4/02, H04L65/61, G06F3/01, G06K9/00718, H04N1/00342, G06F18/20, G06Q30/00, G06F17/30247, H04N7/185, G06F16/50, G06F16/00, G06F16/58, G06F3/017, H04N7/14, G06K9/20, G06K9/209, H04N23/00, H04N23/11, G06V40/113, H04L65/4069, H04N7/15, G06V20/41, H04N23/66, G06F18/00, H04W4/029, G06F17/3028, G06V20/35, G06Q10/10, H04N7/00, G06F3/1454, G06Q30/0631, G06K9/00664, H04W4/00, G06K9/00389, G06K9/4604, G06F16/5866, G06F16/583, G06V10/40, G06V10/70, G06Q30/0601, G06F3/14, G06F16/20, G06V10/10, G06Q30/06, H04L65/00, G06K7/10009, G06K9/6267, G06F21/60, G06F3/005, G06K9/00335, G06Q10/103, G08B21/00, G06F1/1613, G06K9/00671, G06V20/40, G06V40/107, G06F3/167, G06V10/764, H04N1/00, G06F21/62, G06F1/16, G06V40/10, H04N5/23203, G06F21/00, H04N23/64, G06F16/22, G06K9/00684, H04N23/56, G06F3/16, H04N5/332, H04N7/18, G06F16/51, G06V40/28, H04N7/141, G06F3/00, G06K7/10, G06V40/20, G06F3/002, G06F21/6218, G06Q10/00, G05B15/00, G06V10/44, H04N23/10, G06V10/00, G06V20/00, H04N5/2256, H04N23/661, G06F17/30312, H04N1/00127, H04N5/23206, G06K9/00355, G06F1/163, H04N5/23245, H04N5/23222, G06F1/00","{'2017-04-20': 'Priority to US15/493,101', '2017-04-21': 'Assigned to ORCAM TECHNOLOGIES LTD.', '2017-08-03': 'Publication of US20170223076A1', '2019-01-01': 'Publication of US10169654B2', 'Status': 'Active', '2037-01-05': 'Anticipated expiration'}",{},{},Crowd-sourced vision-based information collection ,Orcam Technologies Ltd.,"Yonatan Wexler, Amnon Shashua",2016-01-06,2017-04-20,2019-01-01,2019-01-01,https://patents.google.com/patent/US10169654B2/en,https://patentimages.storage.googleapis.com/22/6b/26/28a075fa317278/US10169654-20190101-D00000.png
US-10169661-B2,"Machine logic that pre-processes and post-processes images for visual object detection by performing the following steps: receiving a set of image(s); filtering the set of image(s) using a set of multimodal integral filter(s), thereby removing at least a portion of the set of image(s) and resulting in a filtered set of image(s); performing object detection on the filtered set of image(s) to generate a set of object-detected image(s); assembling a first plurality of object-detected image(s) from the set of object-detected image(s); and upon assembling the first plurality of object-detected image(s), performing non-maximum suppression on the assembled first plurality of object-detected image(s).","G06V10/44, G06V10/446, G06K9/4614, G06K9/4652, G06V10/443, G06K2209/21, G06V10/40, G06V2201/07, G06K9/00771, G06V20/50, G06V10/56, G06V2201/00, G06V10/00, G06V20/00, G06V20/52","{'2015-03-23': 'Assigned to INTERNATIONAL BUSINESS MACHINES CORPORATION', '2015-04-07': 'Assigned to INTERNATIONAL BUSINESS MACHINES CORPORATION', '2015-10-01': 'Publication of US20150278631A1', '2019-01-01': 'Publication of US10169661B2', 'Status': 'Active', '2035-08-28': 'Adjusted expiration'}",{},{},Filtering methods for visual object detection ,International Business Machines Corporation,"Russell P. Bobbitt, Lisa M. Brown, Rogerio S. Feris, Sharathchandra U. Pankanti, Yun Zhai",2014-03-28,2015-03-23,2019-01-01,2019-01-01,https://patents.google.com/patent/US10169661B2/en,https://patentimages.storage.googleapis.com/4d/a5/02/009f185111e5a5/US10169661-20190101-D00000.png
US-10169662-B2,"Remote biometric monitoring systems may include a digital camera having a digital sensor, a processor, and a memory, all enclosed in a common housing. The processor of the camera may locally execute one or more algorithms to perform computer vision analysis of captured images of a sleeping subject, thereby determining an activity state of the subject. The activity state may include a sleep state. One or more environmental control devices may be adjusted automatically by the system based at least in part on the activity state.","H04N5/33, G16H50/00, A61B5/02, A61B5/103, A61B5/00, G16H40/00, H04N5/2252, A61B5/0205, A61B2560/00, H04N23/50, G06V40/00, A61B5/0816, A61B5/11, A61B2503/04, H04N5/30, G06K9/00885, H04N7/00, A61B2503/00, H04N7/183, G06V40/103, G06V20/00, A61B5/1103, A61B5/024, G16H50/20, A61B5/1113, G06K9/00771, A61B5/4806, G06V40/10, A61B5/08, H04N5/00, G06V20/50, G16H40/63, H04N23/51, A61B2560/02, H04N23/00, G16H40/60, A61B2560/0242, H04N7/18, G06K9/00369, G16H40/67, G06V20/52, A61B5/48","{'2016-06-14': 'Assigned to Knit Health, Inc.', '2016-12-15': 'Publication of US20160364617A1', '2018-10-24': 'Assigned to GOOGLE LLC', '2019-01-01': 'Publication of US10169662B2', 'Status': 'Active', '2036-06-14': 'Anticipated expiration'}",{'US20190065862A1': 'Google Llc'},{},Remote biometric monitoring system ,Google Llc,"Paul Joseph Silberschatz, David Carl JANSSENS, Evan David Shapiro, Adam Daniel CARLUCCI",2015-06-15,2016-06-14,2019-01-01,2019-01-01,https://patents.google.com/patent/US10169662B2/en,https://patentimages.storage.googleapis.com/93/92/c5/15d6491cc79702/US10169662-20190101-D00000.png
US-10169663-B2,"An example method includes determining first classification rule(s) based on first data that classifies pixel groups of first reference image(s) as types of objects. The first reference image(s) are captured by a first sensor. The method further includes determining second classification rule(s) based on second data that classifies pixel groups of second reference image(s) as types of objects. The second reference image(s) are captured by a second sensor. The method includes classifying, as respective first objects, pixel group(s) of a first image of a scene based on the first classification rule(s). The method includes classifying, as respective second objects, pixel group(s) of a second image of the scene based on the second classification rule(s). The method further includes determining whether a change occurred in the scene based on the object classification of the first image(s) and the second image(s).","G06F18/00, G06K9/6268, G06V10/74, G06V10/75, G06F18/20, G06K9/00771, G06V20/50, G06F18/241, G06V10/00, G06F18/24, G06V20/00, G06V10/70, G06F18/22, G06V20/52","{'2016-09-01': 'Priority to US15/254,763', '2016-09-02': 'Assigned to THE BOEING COMPANY', '2018-03-01': 'Publication of US20180060670A1', '2019-01-01': 'Publication of US10169663B2', 'Status': 'Active', '2036-11-23': 'Adjusted expiration'}",{},{},Scene change detection via multiple sensors ,The Boeing Company,"Anthony W. Baker, Robert J. Klein",2016-09-01,2016-09-01,2019-01-01,2019-01-01,https://patents.google.com/patent/US10169663B2/en,https://patentimages.storage.googleapis.com/53/24/06/01316275bd53b5/US10169663-20190101-D00000.png
US-10169664-B2,"An approach for re-identifying an object in a test image is presented. Similarity measures between the test image and training images captured by a first camera are determined. The similarity measures are based on Bhattacharyya distances between feature representations of an estimated background region of the test image and feature representations of background regions of the training images. A transformed test image based on the Bhattacharyya distances has a brightness that is different from the test image's brightness, and matches a brightness of training images captured by a second camera. An appearance of the transformed test image resembles an appearance of a capture of the test image by the second camera. Another image included in test images captured by the second camera is identified as being closest in appearance to the transformed test image and another object in the identified other image is a re-identification of the object.","G06V10/74, G06T2207/00, G08B13/196, G06T7/194, G08B13/18, G06T2207/30232, G06T2207/20, G08B13/19613, G06K9/6212, G08B13/194, G06T2207/30, G06V10/00, G08B13/189, G06V20/00, G08B13/19602, G08B13/00, G06V10/75, G06V10/758, G06T7/00, G06T2207/20081, G06K9/00771, G06T7/10, G06V20/50, G06V10/70, G06V20/52","{'2017-03-28': 'Assigned to INTERNATIONAL BUSINESS MACHINES CORPORATION', '2017-07-13': 'Publication of US20170200051A1', '2018-11-26': 'Priority to US16/199,283', '2019-01-01': 'Publication of US10169664B2', '2021-10-13': 'Assigned to KYNDRYL, INC.', 'Status': 'Active', '2032-10-09': 'Anticipated expiration'}",{},{},Re-identifying an object in a test image ,International Business Machines Corporation,"Lisa M. Brown, Ankur Datta, Rogerio S. Feris, Sharathchandra U. Pankanti",2012-10-09,2017-03-28,2019-01-01,2019-01-01,https://patents.google.com/patent/US10169664B2/en,https://patentimages.storage.googleapis.com/41/15/22/7c17d165a61b51/US10169664-20190101-D00000.png
US-10169673-B2,"A region-of-interest detection apparatus for improving detection accuracy of a region of interest in a case where a region of interest overlaps a background region, or in a case where feature amounts of a region of interest and a background region are similar to each other calculates feature amounts of regions where partial regions and a background region set in an input image overlap each other, and based on the calculated feature amounts and a feature amount of each position in the input image, calculates a foreground level of the position in the input image. Then, the region-of-interest detection apparatus detects a region of interest from the input image based on the calculated foreground level and a saliency of the position.","G06T7/11, G06T7/00, G06V10/40, G06V10/267, G06V10/46, G06V10/462, G06V10/00, G06V10/25, G06K9/4671, G06T7/10, G06V10/26, G06K9/3233, G06V10/20, G06K9/342","{'2016-03-02': 'Application filed by Canon Inc', '2016-07-01': 'Assigned to CANON KABUSHIKI KAISHA', '2016-09-08': 'Publication of US20160259990A1', '2018-11-26': 'Priority to US16/200,437', '2019-01-01': 'Publication of US10169673B2', 'Status': 'Active', '2036-06-21': 'Adjusted expiration'}","{'US20190095741A1': 'Canon Kabushiki Kaisha', 'US11443434B2': 'Fujifilm Business Innovation Corp.'}",{},"Region-of-interest detection apparatus, region-of-interest detection method, and recording medium ",Canon Kabushiki Kaisha,"Masao Yamanaka, Takahisa Yamamoto",2015-03-05,2016-03-02,2019-01-01,2019-01-01,https://patents.google.com/patent/US10169673B2/en,https://patentimages.storage.googleapis.com/b4/a8/93/77cc8945ef62e7/US10169673-20190101-D00000.png
US-10169678-B1,"Techniques for identifying and labeling distinct objects within 3-D images of environments in which vehicles operate, to thereby generate training data used to train models that autonomously control and/or operate vehicles, are disclosed. A 3-D image may be presented from various perspective views (in some cases, dynamically), and/or may be presented with a corresponding 2-D environment image in a side-by-side and/or a layered manner, thereby allowing a user to more accurately identify groups/clusters of data points within the 3-D image that represent distinct objects. Automatic identification/delineation of various types of objects depicted within 3-D images, automatic labeling of identified/delineated objects, and automatic tracking of objects across various frames of a 3-D video are disclosed. A user may modify and/or refine any automatically generated information. Further, at least some of the techniques described herein are equally applicable to 2-D images.","G06N3/08, G06N3/006, G06T2219/20, G05D1/00, G06N5/04, G06F18/40, G06V20/58, G06T11/00, G06T2207/30, G06F3/048, G06T2207/10, G05D1/0253, G06F3/01, G06F18/20, G06T2207/20081, G05D1/021, G06N5/00, G06T7/10, G06N3/045, G06T19/003, G06T15/30, G06F3/03543, G06T17/05, G06N3/00, G06N20/00, G06F3/033, G06K9/6256, G06T2207/20, G06F3/0354, G06F18/00, G06N3/04, G06T11/001, G06F3/04842, G06T2200/00, G06T17/00, G06T2200/24, H04N13/30, G06F18/41, G05D1/0231, G06F3/011, G06K9/6254, G06T2219/00, G06T2207/30256, G06V10/778, G06V20/588, G05D2201/00, G06V10/70, G06V10/7788, G06T19/00, G06K9/00798, G06T2219/028, H04N13/361, G06F3/04845, G06T7/174, G06F18/251, G06T2207/10028, G06V20/56, G06T7/12, G06T2210/00, G06T2207/30248, G06T2219/004, H04N13/00, G06T19/20, G06T7/00, G05D1/0088, G06V20/50, G06V10/77, G06T15/10, G06F3/0481, G06T2207/30261, G05D1/0212, G05D2201/0213, G06T2207/00, G06F3/00, G06V10/7784, G06V2201/00, G06F18/21, G05D1/0221, G06T2207/30252, G06F18/25, G06F18/214, G05D2201/02, G05D1/02, G06V10/00, G06V20/00, G06V20/653, G06T2210/12, G06F3/03, G06V20/64, G06N3/004, G06T15/20, G05D1/0246, G06T2219/2016, G06N3/02, G06T15/205, G06F3/04812, G06F3/0486, G06F3/0484, G06V2201/08, G06V20/60, G06T15/00","{'2018-02-27': 'Priority to US15/906,676', '2018-06-05': 'Assigned to LUMINAR TECHNOLOGIES, INC.', '2019-01-01': 'Publication of US10169678B1', '2022-03-01': 'Assigned to LUMINAR HOLDCO, LLC', '2023-07-25': 'Assigned to LUMINAR TECHNOLOGIES, INC.', 'Status': 'Active', '2038-02-27': 'Anticipated expiration'}","{'US20180182168A1': 'Thomson Licensing', 'US10338223B1': 'Luminar Technologies, Inc.', 'US20190206124A1': 'Baidu Online Network Technology (Beijing) Co., Ltd', 'US20190266498A1': 'Cisco Technology, Inc.', 'US20190266484A1': 'Cisco Technology, Inc.', 'US20190349571A1': 'Ford Global Technologies, Llc', 'US20190346844A1': 'Honda Motor Co., Ltd.', 'US20190389482A1': 'Toyota Research Institute, Inc.', 'US10625608B2': 'Toyota Boshoku Kabushiki Kaisha', 'US20200211243A1': 'Microsoft Technology Licensing, Llc', 'US20200324794A1': 'Intel Corporation', 'US10887542B1': 'Snap Inc.', 'US20210003683A1': 'DeepMap Inc.', 'US10937178B1': 'Zoox, Inc.', 'US10984543B1': 'Zoox, Inc.', 'US10990096B2': 'Honda Motor Co., Ltd.', 'US11016496B2': 'Argo AI, LLC', 'US20210201578A1': 'Lyft, Inc.', 'US11077795B2': 'Ford Global Technologies, Llc', 'US11087494B1': 'Zoox, Inc.', 'US11100702B2': 'Industrial Technology Research Institute', 'US11106940B2': 'Robert Bosch Gmbh', 'US11120276B1': 'Tsinghua University', 'US11182649B2': 'Nvidia Corporation', 'US11205289B2': 'Baidu Online Network Technology (Beijing) Co., Ltd.', 'US11225222B2': 'Continental Automotive Systems, Inc.', 'US11252359B1': 'Allegro Microsystems, Llc', 'US11256958B1': 'Apple Inc.', 'US11270062B2': 'Labelbox, Inc.', 'US20220092291A1': 'Argo AI, LLC', 'US11288526B2': 'Mobiltech', 'US11354461B2': 'Baidu Online Network Technology (Beijing) Co., Ltd.', 'US11380108B1': 'Zoox, Inc.', 'US11409304B1': 'Zoox, Inc.', 'US11429843B2': 'Ford Global Technologies, Llc', 'US11449710B2': 'Optum Services (Ireland) Limited', 'US11508125B1': 'Lucasfilm Entertainment Company Ltd.', 'US11544895B2': 'Coherent Logix, Inc.', 'US11581697B2': 'Allegro Microsystems, Llc', 'US11585910B1': 'Allegro Microsystems, Llc', 'US11600654B2': 'Allegro Microsystems, Llc', 'US11601733B2': 'Allegro Microsystems, Llc', 'US11619914B2': 'Allegro Microsystems, Llc', 'US11665312B1': 'Snap Inc.', 'US11722141B1': 'Allegro Microsystems, Llc', 'US11770632B2': 'Allegro Microsystems, Llc', 'US11776215B1': 'Scale AI, Inc.', 'US11802945B2': 'Allegro Microsystems, Llc', 'US11815406B2': 'Allegro Microsystems, Llc', 'US11885646B2': 'Allegro Microsystems, Llc', 'US11933669B2': 'Allegro Microsystems, Llc'}",{},Object identification and labeling tool for training autonomous vehicle controllers ,"Luminar Technologies, Inc.","Prateek Sachdeva, Dmytro Trofymov",2017-12-21,2018-02-27,2019-01-01,2019-01-01,https://patents.google.com/patent/US10169678B1/en,https://patentimages.storage.googleapis.com/a8/b9/5d/0c263ddc6163ab/US10169678-20190101-D00000.png
US-10169679-B1,"A learning method for adjusting parameters of a CNN using loss augmentation is provided. The method includes steps of: a learning device acquiring (a) a feature map from a training image; (b) (i) proposal ROIs corresponding to an object using an RPN, and a first pooled feature map by pooling areas, on the feature map, corresponding to the proposal ROIs, and (ii) a GT ROI, on the training image, corresponding to the object, and a second pooled feature map by pooling an area, on the feature map, corresponding to the GT ROI; and (c) (i) information on pixel data of a first bounding box when the first and second pooled feature maps are inputted into an FC layer, (ii) comparative data between the information on the pixel data of the first bounding box and a GT bounding box, and backpropagating information on the comparative data to adjust the parameters.","G06V10/443, G06N3/08, G06V10/82, G06K9/6256, G06F18/24, G06N3/084, G06F18/21, G06V10/25, G06F18/2413, G06F18/24143, G06V10/22, G06F18/00, G06V10/44, G06V10/454, G06N3/04, G06F18/214, G06V10/00, G06V20/00, G06K9/6202, G06V10/764, G06F18/20, G06F18/241, G06N3/045, G06V10/20, G06V10/451, G06N3/02, G06F18/24133, G06V10/40, G06K9/2054, G06V10/70, G06N3/00, G06K9/481, G06V10/449","{'2017-10-13': 'Assigned to StradVision, Inc.', '2018-09-05': 'Priority to EP18192822.7A', '2018-10-10': 'Priority to KR1020180120395A', '2018-10-12': 'Priority to JP2018193027A', '2019-01-01': 'Publication of US10169679B1', 'Status': 'Active', '2037-10-13': 'Anticipated expiration'}","{'US20190114774A1': 'Adobe Systems Incorporated', 'US10304009B1': 'StradVision, Inc.', 'US10311321B1': 'StradVision, Inc.', 'US10373323B1': 'StradVision, Inc.', 'US10373027B1': 'StradVision, Inc.', 'US10387754B1': 'StradVision, Inc.', 'US10387753B1': 'StradVision, Inc.', 'US10387752B1': 'StradVision, Inc.', 'US10395140B1': 'StradVision, Inc.', 'US10402695B1': 'StradVision, Inc.', 'US10402628B2': 'Gyrfalcon Technology Inc.', 'US10402692B1': 'StradVision, Inc.', 'US10423860B1': 'StradVision, Inc.', 'US10430691B1': 'StradVision, Inc.', 'US10445611B1': 'StradVision, Inc.', 'US10467500B1': 'Didi Research America, Llc', 'US10496899B1': 'StradVision, Inc.', 'US10509987B1': 'StradVision, Inc.', 'US10803594B2': 'Beijing Didi Infinity Technology And Development Co., Ltd.', 'US20220019832A1': 'Vannevar Labs, Inc.', 'US11450008B1': 'Amazon Technologies, Inc.', 'US11455787B2': 'Kabushiki Kaisha Toshiba'}",{},Learning method and learning device for adjusting parameters of CNN by using loss augmentation and testing method and testing device using the same ,"StradVision, Inc.","Yongjoong Kim, Woonhyun Nam, Sukhoon Boo, Myungchul Sung, Donghun Yeo, Wooju RYU, Taewoong Jang, Kyungjoong Jeong, Hongmo Je, Hojin Cho",2017-10-13,2017-10-13,2019-01-01,2019-01-01,https://patents.google.com/patent/US10169679B1/en,https://patentimages.storage.googleapis.com/54/29/68/a38912f35eb5f9/US10169679-20190101-D00000.png
